lyrics,genre
the_world nobody side something new nobody get eye nowhere the_world nobody side,heavy metal
the_end_of time stand hold cross hand call the_dark the_last human blood heart_and mind alone fire walk come wake pray lord your_soul to_take blood build sing the_night rest your_head rise dead fall wild wild wild wild wild pray god cry wild wild wild till the_morning stand fight wild alive stop wild stop wild forever bear the_night,heavy metal
start wrong foot find place come seek get taste pretend hold hold let_it build oh build blow blow away clear end without change tear,rock
shit yeah gon you_need blow get high come take ride let_me tell turn one lose the_sky let_me tell cause_you tell you_say make_it high know know side blue really lookin eye ready_to ride true my_eye real back wall every felt cold home til fall year old bitch high might side u take_it back_to room car still drive hundred nigga outside ride nigga forever side nigga two room last yeah_yeah real,hip hop
i_feel i_feel love_be feeling write the_wind everywhere i_go oh yes you_really love_me come_on show oh_you love_you the_way i_feel end cause my_love i_see your_face lay bed get_to think_of the_thing you_say oh you_give promise i_give mine i_need someone everything_i oh,pop
men woman heart work time name the_future push pull apart ask ask ask kiss ask make u whole a_world yes mean say ask ask heaven ask kiss ask,pop
call phone today ask speak i_still strike you_get fuck head boy never so_much like pretty boy hate i_give power cause always one step three step back love your_life i_make mad always one step three step back hate boy understand understand maybe way_i find like lover i_get today you_walk the_door send home cry one step three step back love your_life i_make mad always one step three step back hate boy understand,pop
hey hey right get oh lord head eye mine tear lose control eye black,metal
ride ride ride ride ride ride ride ride ride ride ride ride,electronic
yeah meet grow my_foot every house full_of money full_of gold face every try_to understand piece shit piece shit music piece shit get shit song full_of nothing make_me sick think make cause cover come next cover someone find_a style you_get back i_want nothing_to fuck yeah come smoke three pack think shit babe spend get babe leave,metal
devil make work hand can_take hand touch would turn_to stone kiss another be_go alone home alone home i_know_that many thing without bring empty find heaven arm,electronic
you_see mirror get clear clear grow seem like road lose everything a_world fear tear push away mind play game catch push away mind play nobody to_get listen believe much voice your_head drive mad fall nobody mind make a_world fear tear push away mind play game catch push away mind play,metal
take_a look_at beautiful way too_much yeah_i hear i_wanna_be catch open the_door cause_i belong to_get whatever you_know come_on go the_one along tell_you come_on go open take you_want everything lose feel_like miss the_end pretend,rock
you_want lover ask you_want another love wear you_want take_my hand strike man you_want step ring you_want every you_want inside take_me ride you_know cause man ah bright tight go_to sleep run promise i_make keep ah a_man never get_a woman back knee,jazz
i_think pack bag walk the_light pick book close the_door behind hand back key i_think shame wait_for i_want_to believe begin i_see carry i_see carry think safe lock room be_go good i_would back soon memory burn still turn still sing like_a i_wish fly fly away find_a memory lie hide try_to say the_way would without past right last kill laugh turn back hand of_time would change change my_mind without fear get_a feel i_need right,pop
cover house something can_feel devil take_the people spend a_man wish forever love to_see die let_the rock house house you_want love to_see fire kill house house around oh_no clear like_it,heavy metal
hey day the_rain a_new game hey_hey heart girl girl whatever happen slow old mine laugh hide behind wall along girl girl,rock
sun ever drop blue white wheel go round mirror house way fear hold_on everything go i_need get_me everything ever see long every night my_name light dark the_street far the_eye,alternative rock
take_my eye the_thing see this_world come_to end fade bone skin may pass leave face wind may hear call skin beyond dance the_world star sun u wind may hear_the dead let_the leave still hang promise step the_light star,heavy metal
be_bear within scream burning within can_feel burn skin hold my_head high tonight gonna fly be_go far fly high tell_you tonight take_the sky the_light race the_night call your_name you_come hold my_head high tonight gonna fly be_go far fly high tell_you tonight take_the sky hold my_head high tonight gonna fly be_go far fly high tell_you tonight take_the sky head high tonight gonna fly be_go far fly high tell_you tonight take_the sky,heavy metal
break fate a_world hope fear the_world turn gold i_wanna dream i_wanna go no_one to_tell dream without a_new bring u apart build sense like might key a_new,metal
till i_believe my_eye control you_give right without like magic taste fear afraid i_still flame the_night come_to you_know_i want touch evil the_night please set free touch evil desire put fire i_never,heavy metal
get line good pretend fear end knee demon hold_on tight forget the_pain forget the_past sure lose fight day turn_to night pain learn stay line hour thought the_air turn voice scream without day turn_to night pain learn like eat life death break tongue inside,metal
write never leave someone use please i_never set free love my_soul take control come let_me go_to find another heart i_know face another lonely night different lover hold_you tight right help cry i_get enough your_love yeah die true i_get enough your_love go crazy you_see turn just_like kill something deep inside care live die even lie,pop
try yeah yeah try yeah yeah try ask pretty man good plan nigga i_feel hate back big take hot bitch dear god i_like hot bitch along til go live song strong try try try,hip hop
baby a_man i_know hard_to reach help woman put earth be_right side tryna hide your_mind go_on too_much tryna stop gonna boy talk_to just_like use_to talk_to i_wanna lose make work wanna gonna force gonna talk_to just_like you_need talk_to me_baby every secret keep_it good come_on talk_to lie hold back say thing clear may say may wanna hear gon gon work i_need let_you go walk i_would never head thing go leave oh,pop
man human try_to fit learn ever meet friend tell_you too_much enough wrong thing every every every every sound the_way laugh the_thing make grow to_love grow grow like_a two one cast shadow just_like become rain every every,rock
i_put my_life hold take_you home good sense shoot place wheel force you_know kill you_get build the_eye hard blind let_me final stand i_go plan wake_up wind full_of start ghost every the_ground one buy guy round,pop
roll boy look one get_a last night men much wrong still run away though laugh laugh please stop talkin cause find u oh boy blue well catch drink son you_look old sorry cause nobody tell_me roll wind ask catch get name take care less,indie rock
little space drink i_feel i_take a_little time a_little sleep forget i_think still ghost little mistake promise you_make lie god i_still believe i_try_to turn till leave i_say never a_little make stop tell_me oh tell_me tell_me tell_me yeah_yeah oh_oh bleed die make love get forget the_past i_want tell_me oh tell_me tell_me tell_me yeah_yeah oh_oh,electronic
the_people say day mean man_i care they_say wanna the_door i_need i_want i_feel try_to line fuck fine i_wanna say fuck ah uh uh uh uh say oh,rock
this_world so_much living fear get_to stop say live wait need hate thing face still change people to_fight together one another make place call fall bring wall people pay life cause the_truth cut like_a waste raise voice make place call fall bring wall,rock
laugh cry let feeling pass i_believe i_get no_one you_see love i_think lose lose like_a golden breath sing love song i_know_that time cannot the_day love_be past make_it clear i_want_to write another love song lonely song clear dear song feeling get_to love song i_know_that time cannot the_day love_be past make_it clear i_want_to write,rock
yeah ooh baby baby baby baby baby hey people you_hear ooh oh_yeah tell_you yeah brother everywhere come together people like_you ooh like_you drive people drive people ooh i_never think get far yeah live wrong side talk bout life yeah_yeah_yeah yeah lover fool shake together come_on people please yeah drive people people drive say drive people fool talk blue yeah_i fool talk blue,hard rock
time_to think look_at face mirror i_need ooh_ooh wait take_my life never gonna get_me alive live a_thousand life ooh_ooh i_get feeling lose control cause magic bone i_get feeling my_soul go ahead throw stone cause magic bone stick black white wrong till be_right ooh_ooh feelin like_a flame bed,electronic
live live high sleep sleep come love tonight tonight tonight go_to leave behind tonight tonight tonight tonight shine tonight nobody ever see live behind door the_one come love tonight tonight tonight go_to leave behind tonight tonight tonight tonight shine tonight,rock
give_you my_heart my_soul give_you ever know give_you everything_i you_see man_i take_you show i_take get_to stop get_to stop way top pack thing walk even talk get_to stop enough gonna call walk watch watch watch you_walk i_go far i_take you_say understand get_to stop way top gonna pack thing walk even talk get_to stop baby_i enough gonna call walk well_i home burn house watch the_ground oh like_a piece turn_to say baby good,rock
time mine say forget no_one reason stay lie say walk the_door get along fine see time mine say forget word make one dream come true work ever felt,rock
year have_come go leave song live piece memory die kill hope die leave_to hide walk hell word fell straight arm sky black give_you hope rise you_want heal broken home give_you my_life tonight walk hell word fell straight arm faith save become,hard rock
everybody wing go crazy everybody thing bout sense life the_truth everybody go_to hell say hard_to tell_you know wish well die everybody king think hey mean the_people speak say everybody goin crazy someone hit_the big red shit go somebody say rise sure seem like_a i_remember like yesterday seem die look everywhere go,metal
day have_come the_air feel_the feel_the leave you_look eye want_you go want one stand one fall learn know_what it_take win want_to go never end prove ever foot cause_you know_what it_take it_take win deal get_it to_say win work gonna pay face face stand ground stay back fight hard til end,rock
wild river bed voice never hear pull tree still move speak pretend crazy pretend dead scar hit bring i_need stone i_need to_go sun oh sweet thing sing i_need stone i_need i_need stone i_need to_go and_i_know i_tell my_face i_want_to die dream foot move come body let_you steal steal shin like like like something die soon fuck kiss kiss kiss kiss steal my_hand,rock
fast lead the_day try_to lose_my mama say slow make stop music happy keep oh_yeah you_go get_the cool get_the cool get_the cool get_the cool get_the cool get_the cool get_the cool get_the cool,electronic
mine open book read your_mind i_think take_a look baby scar you_get to_fight you_need prove always tell lie truth baby scar tonight the_street full_of i_know oh take dog you_get to_say shadow past i_think pay keep back baby scar you_get laugh go baby_i care scar,electronic
the_time time_i fight the_pain of_time hold my_hand give_me blind the_way i_tell the_way house son sense king of_time space drink sing god grace tree set the_end_of day death long forget no_one my_name mountain,metal
the_past may come like lie mind want war drug the_one sell cause make too_much money want_to get make_you empty your_life mean nothing lie mind,metal
cross secret destiny burn sun land one the_last line lose forever of_time key the_past king wait golden wing break_the yeah set free golden one destiny wait to_come one move stone the_past the_one seek find last king walk the_past hide behind golden deep inside gold great story ever tell king wait golden wing break_the yeah set free golden one destiny,heavy metal
burn break the_day hurt cause the_thing you_say the_thing hang someone else word die you_hear star straight sun thought time of_life change outside the_rain fell dark slow i_take ride silence i_know kill the_past life i_take ride silence i_know begin head straight sun,rock
another day another another fire light get you_feel come i_hear talk town a_little put a_little right day bring take smile cross your_name day dawn the_end_of turn sky black blue blood,metal
good people talk you_know you_come home late beat look your_face tell_me work night_and day blind i_get eye you_see mean mean woah oh_oh good baby mean low good see spend play the_game high lie good guy late late show i_take home mama guy get_a head lord u evil cry mean mean i_take leave gonna cry last gonna take door care never say much mean mean woah oh_oh baby mean low good good good,pop
time blood run hot god reason drop baby shame father come child wild wild city place young pretty child wild wild city cause the_city place lonely girl happen happen blow nothin take many take many home tryna one someone son street alone child wild wild city place young pretty child wild wild city cause the_city place lonely girl,hard rock
bitch new lady get_a head full_of ya people oh ooh baby let_me touch pick i_gotta oh baby baby baby let_me pull get_the meet guy name game real tight make_me fine enough u fuck baby you_really know move hold_me let_me baby_you call_me you_go you_get back wear i_tell baby let_me i_get_a hair place use ooh spend,hip hop
dance hour i_go home thing drive around felt doin hate cause the_one me_cause your_life hate the_one i_give fuck understand thing big your_head end little your_hand boy you_think well doin hate cause the_one me_cause your_life yeah_i hate the_one well_i fuck,rock
lay my_life say remember cry remember i_let remember the_pain remember i_let i_see man no_one to_say i_wish go back_to broken past broken man nothing leave i_know_you i_wish forget i_wish forget i_wish go back_to broken past broken man nothing leave i_know_you i_wish forget i_wish forget remember miss remember love_and kiss remember throw away remember stay,metal
meet sell drink smile talk sell law look cause law kiss play game your_name the_eye take_me take_me little take_me way take_me dream little girl you_get like_a ride feel high like_a,hard rock
sit write tell_you felt well since happy little time_to want everywhere i_make like friend always come sign my_name kiss send happy home change lonely room mirror catch my_eye sit cry big lie small world big lie small world tell_you well_i race catch leave run miss miss train end walk the_rain big dog the_street eat feel sorry wish_i someone else across_the city,pop
to_know understand give_me get_it new put show hand get_the feeling gonna live get_the room oh live stay keep_it right another day you_know_i stand the_night the_people land money my_hand know reason work right think_of help hand think_of people land think reason work right,pop
one die sing tongue love never look straight gun i_take feel_like war devil mirror scream my_heart_be never gonna let_you win even fall rise cast take_the faith human ready_to die voice fear lie i_take feel_like war,rock
wall lay wait i_give my_love blue great free fall mind wait_for call mind soul blue blue maybe devil the_door hear_the door last time heaven may fall the_rain may come fight die smile try_to make sense blue,rock
run go cause_i friend cold the_end i_go go go break go no_one thing soul i_go oh_oh wanna dance alone i_let show will_never know hit save burn feel pain,electronic
like hot blood woman want watch meet like seem speak my_love like_you love like mine,alternative rock
take_a pack light pay care still your_face come one come yeah three two one light make forget flame burn still dream fate,rock
mind blow make_a till mind i_like talk forever gonna go no_one ever go run oh nothing to_say watch cause come head town scream loud gonna break rule day waste get_a move gonna day waste live life like tomorrow slow u one way ride listen tonight gonna happen follow u cause living watch cause come,pop rock
sleep cannot stop give_me hour my_mind would stop cause_i cannot stand still cannot happen my_head my_foot tomorrow thing beat everything back_to the_way i_wish easy cause wait_for tonight wait_for tomorrow real real real,rock
hold_on hurt bring u work so_long to_see around i_want back you_take young young young oh take_it oh take_it away oh take_it oh take_it away fall just_like star everything everything be_go ever make_it home alone alone alone oh take_it oh take_it away,rock
everywhere no_one seem_to care well_i hey breathe you_know the_water drink well_i people think crazy cause_i worry pay worry well pay this_world love so_much might kill i_think cause,rock
maybe live_in side street big spend maybe time_to see different life style different fear maybe doin dance doin dance maybe get_a the_wind dance sleep sleep till maybe love spirit let_me hold_you touch the_night shin bright bright,rock
thing crawl end crawl like skin every face within give miss promise give_up dream look stranger shadow tree the_wind every breath tongue taste like eye outside within give miss promise give_up dream,rock
hot woman never saw hit side blind never wake_up next get_a little crazy a_little baby cause fill year love start hurt bad die a_long time since a_long time since a_long time since look the_eye a_long time since the_water cause well baby breathe get_a man cause wanna listen love baby get_a crazy cause ever leave doin alone cause love like believe a_long time since a_long time since a_long time since look the_eye a_long time since,rock
turn,electronic
something human deny feeling promise i_make broken nothing i_feel want fall this_time much like_the past still much feel_like belong,rock
tonight drink hold fast truth wanna lose boy my_heart still beat love_be cold day sometimes alone see_the real thing love hurt sometimes hurt it_feel like alive love bad thing heart_and try me_cause without survive stand one man want the_truth tonight drink never lose boy,rock
yeah_yeah the_last me_baby so_much my_life cold the_one love_me baby_i look back i_remember hold_you drown eye i_tell i_keep love you_make your_mind say_i love_you girl of_time say of_time say_that care of_time say too_late to_make mine of_time ah a_little baby_you know line a_little come right back girl come right back give_me one chance a_little baby right love_you like_i love_you,pop
take time lookin fine you_come blind you_come back wind yeah gonna move yeah heat beat make_you crawl oh deep inside smile give_me rock roll in_love love the_rain,rock
devil deep blue everywhere turn get_a hold_on devil deep blue everywhere run let_me devil deep blue devil deep blue somebody somebody somebody please rain i_ever devil deep blue hold_on wait_for good to_come come set free old boy always know you_say true end chain devil deep blue,rock
dream you_never tell_me sense touch never go you_know_i need much tonight chance take_it tonight chance try tonight chance make_it tonight tonight chance silence fear act still the_world outside tonight chance take_it tonight chance try tonight chance make_it tonight tonight chance,rock
much i_feel get strong much i_feel bone much i_feel get strong much i_feel bone you_feel oh you_feel you_feel oh you_feel last long wait take control yeah my_mind set free i_want_to to_get,electronic
bear yesterday bear yesterday tell_you baby say feel your_love bring_me round little red book close die living get oh baby feel your_love bring_me round old love old oh kiss oh miss feel your_love bring_me round uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh feel your_love bring_me round bear yesterday bear yesterday name hate oh baby feel your_love bring_me round,pop rock
stand see_the wing hear_the sing behind shine kid smile life right wrong white blue sky life oh beautiful sight wild blue dream ooh child war change game oh stand ooh goin wild like_the you_take bad guy get hit oh strike ooh way stick skin like gun day okay see_the child bleed look great,rock
i_look your_eye i_see everything_i care together i_know go care love love care kiss dance away in_the_dark care love love care,pop
hurt force fear heart go lonely love i_wanna we_get go dark nothing make_me sad my_head run let_it hurt till stop i_keep god i_feel you_think the_edge high never you_hear you_know it_feel alone,metal
wait_for my_hand sick dead alive wait_for hey white boy doin town hey white boy woman around oh the_last thing my_mind look_for friend wait_for come black real big never always late first learn gotta wait wait_for big three nobody stop cause nobody care get_the work give_you sweet taste time_to waste wait_for baby_you feel good gonna work feel good feeling fine tomorrow another time wait_for,rock
the_past oh to_make bad time last forever never leave_to lock my_mind body key my_time waste best year my_life spend die next wish_i pretend cause_i would ask ask oh baby oh child fuck like_a drive wild tear your_hand song let_me sing my_time waste best tear my_life fell like my_eye you_like low hang pull tree say pick,rock
sell your_soul someone else pay you_see pass back_to tell_you tell_you go to_come back thing work like_i plan cause get another man ahead i_know you_think you_think dead i_tell i_tell lie another guy thing work like_i plan cause get another man,rock
time we_know time change talk_to say okay push mountain burn hell phone take take name sick the_game nothing hop taste get_a phone take take name sick the_game,rock
first love street talk music music you_never listen baby together every word i_say every word inside oh_oh your_heart you_never listen baby_i wanna felt good i_wanna know girl day make_it right still lie tonight oh never something last long never goin the_last time,rock
the_world oh tear drop little along come your_face never_be back cause the_world make one sound no_one breathe line let search_for ground well go ya a_little ya remain just_like you_see u together pretty they_say lay lay together money man step uh tell the_night turn_to girl ride run away peace love_you find search_for ground,pop
away wave like magic oh magic sweet desire you_take high high baby livin thing thing give thing thing make believe bad day oh move line you_look back in_time day,rock
see_you old year the_street i_know find put foot push away the_one push around the_street the_street the_street the_street take_it without the_street thought thought beat around the_street,rock
easy sound smoke i_get the_sound yo easy to_see i_get fit sit listen uh huh let_me well yet shake may fade cause_i dream gettin pay play big brother call leave em em em catch wait damn the_street light come_on the_street to_come home hit_the hop i_tell yeah easy sound smoke i_get the_sound yo easy to_see easy sound smoke i_get the_sound yo easy to_see,hip hop
hundred lose year i_see time thought might go_on memory come close door wish_i train baby wish_i come track crash wish_i train baby wish_i heart you_need to_get start wish_i train baby wish_i train baby wish_i train well talk_to i_hear lie i_feel like leave old side i_hear voice cold,rock
break eye control king back_to star bag,electronic
stand outside smile face old child hurt turn back_to the_world well_i care i_say i_see_you dead turn back_to the_world well_i care i_say i_see_you dead die sun fear i_know_that cloud come breathe heart within,metal
i_see thing call_me i_hear you_say face choose eye right i_feel your_soul inside wait_for one send like burn inside,heavy metal
the_night wake_up dream your_name the_dark wake_up phone you_hear ring stay gonna_be alright come_on hang lie bed watch say well ya wake_up the_night feeling lonely everybody need somebody alright wake_up the_night you_feel lonely worry bout baby cause tonight the_night the_night wake_up the_night call my_name wake_up phone i_hear ring,rock
death kill face stand scream i_think another world another get skin i_find play win i_need i_think another world another another girl another another girl another space blood nothing long wear oh god you_know live without,rock
someone love make_it clear baby someone love make_it clear baby baby baby scream scream ya ya ya oh would would_you would_you someone oh would would_you wanna live would_you wanna live i_know nothing real never even see truth please sure you_wanna love_me sure you_wanna love_me ask ask say boy ask ask sure you_wanna love_me sure you_wanna love_me ask ask say boy ask ask ya ya ya ask ask say boy ask ask ya ya ya ask ask say boy ask ask ya ya ya,pop
u make take end u try lie end u make take end u try lie,rock
i_wanna you_go you_think me_cause let_you go my_heart easy hold_you arm love_you baby break my_heart tonight cause easy it_right today you_walk away breathe cause_i would feel love real touch ooh easy hold_you arm love_you baby break my_heart tonight cause easy it_right,rock
name you_know game get_the time matter cause still bout understand sit back gonna hold friend time guy you_know yet gonna find street late one night_and lookin like_a ghost town no_one sight like_a stand like_a big time dream try_to find_a girl fit three time the_people sleep street huh good wake_up hand miss,hip hop
scar worry fuck sleep go_on to_find i_get one felt like shit well sleep shit want something to_come phone oh fuck oh send road silence memory fuck take your_head mine foot outside front eye car mile hour car fuck i_feel less to_make fuckin i_see miss street the_light outside roll the_end_of blind oh fuck oh send road silence memory oh fuck oh send road silence memory oh fuck oh send road silence memory oh fuck oh send back,rock
die sun sky my_eye burn blood open eye dead cause a_new world drive strike break drive strike break,electronic
get secret life livin life livin blind to_see the_one hurt yeah die fast die five four five life livin life livin blind to_see the_one hurt,hip hop
i_want your_love i_want your_love ooh_ooh ooh_ooh move it_right you_know know thing cause make money livin you_know thing push uh push push uh push push uh push push cause baby ooh ooh_ooh i_want your_love i_want baby baby ooh ooh_ooh i_want your_love ooh_ooh ooh_ooh,pop
head hand turn my_face the_wall go i_go feel two foot small everywhere people laugh i_hear say hey get_to hide your_love away hey get_to hide your_love away even try never win hear see state love find_a way round let_me say hey get_to hide your_love away hey get_to hide your_love away,rock
use_to get high together get high alone remember the_last time_i saw remember the_last time talk home start work my_name skin shame you_hear watch today tear eye word shake so_far away like_the past never happen like ever change open front your_eye close silent my_name skin shame you_hear watch today tear eye word shake,rock
walk mile bring bring_me body like_a wake dawn break say make u love lover mile mile break break lover mile mile break even break step phone get_your waste big sad late break man leave heart touch fight land sun,rock
i_want_to go my_life i_feel like_i never live life try hard_to control high want_to know want_to go new new big city dream new oh new new yeah get straight the_street feel set build my_head full_of i_feel good arm lover the_night,rock
end wake_up without set key come_to remember turn knee you_think one something a_little thing feel i_let you_take like cry cry i_know_that love_me great cry hit tear felt cry i_know love_me cut push back rise cause_i taste just_like,rock
time_i wish to_get away time come another day thought round dream never ever come true i_believe come true long wait still feel close behind my_face moment since last the_day dream never ever come true i_believe come true long wait pass right arm reach catch drown pass right arm reach catch drown drown drown,rock
black something try_to start ask the_future way_i everything you_get act get_to too_much tell_you leave time take get away burn right tell something cannot escape be_go i_find would_you hit hard boy see me_cause take_the fall hard line cross time say name mirror nobody say cut dry oh black white black baby,indie rock
save set free my_dream live dream die high shoot low laugh raise take_the fall mountain ah ah ah someone please long ah ah ah no_one ah ah ah the_sky save set free live high shoot low raise take_the fall please long the_people step step ah ah ah,metal
you_take you_take i_hear my_heart lonely sound and_i_know my_love your_heart green girl i_see_you the_sky blue girl true love_be your_heart cause_i i_wanna kiss tonight it_feel good tonight cause my_love it_feel good side cause cause one to_make crazy two three never let_me go oh four play fire five high high baby time show my_heart_be beat promise secret and_i_know love_be your_heart maybe weak strong babe i_know my_heart love_be your_heart cause_i i_wanna kiss tonight,pop
you_hear sound leave hear your_heart miss warm touch the_way thing cold town miss place hard_to broken let go beyond storm beyond the_night spend alone beyond you_go take_a long ride without dry away every try_to reason reason leave_to hold time heal day time tell love turn heart time heal whatever piece miss whatever behind you_look thing change the_way one less tear tomorrow one less night alone,rock
blind tear leave_to see fear leave pain inside my_head lie would_you call upon book lie watch push wall pain act fuck pain would_you fall grace crawl inside would_you face the_truth eye,metal
oh outside fire since place to_go let_it let_it let_it show sign bring the_light way low let_it let_it let_it kiss hate storm you_really hold_me tight the_way home warm the_fire dear still well let_it let_it oh show sign bring light way low let_it let_it let_it oh let_it,jazz
war life far far_away story fight win nowhere still get_the chance control else war war war war eat watch people die pay the_air hear war war war war,heavy metal
god give_me god give_me god put together something good hand book hand eye the_sun hand hand road one many many break_the many walk the_door turn alone say a_little hey fly start kill get_to heaven sin many angel head,metal
low to_make end meet kid care i_think call shot end fill lie sleep you_look dead inside nothing dead inside ear say man look away help hand hard blow i_think you_know,rock
money bag money bag money bag bitch lookin like_a money bag yeah money bag sweet say_i say he_say pretty you_look like lookin like money bag money bag money bag uh money bag money bag money bag yeah money bag money bag money bag uh money bag money bag money bag tell front i_get behind lookin like money bag money bag money bag uh money bag money bag money bag yeah money bag money bag money bag money bag money bag money bag bitch pretty talkin,hip hop
sound ring ear sound hear year year the_sound two heart beat side side the_sound one love one hide the_sound the_world go round the_sound the_world go round sound run round my_head funny i_think long since dead new life someone make_it beat the_sound the_world go round the_sound the_world go round the_sound the_world go round the_sound the_world go round sound ring ear sound hear year the_sound two heart beat side side the_sound one love one hide,electronic
drink smoke tell bad live life fast love to_fight call_me too_much well_i tell change way turn_to say_i i_give yet cause well well too_much love look cool yeah body rock,rock
sick bone sick bone alone happy never happy never happy never feel nothing want something to_take away pain see nothing something please make_it happy ever happy ever happy ever happy never sense something nothing mind keep go happy ever happy ever never happy ever always happy never feel happy never happy never stop,rock
hey stay strong this_world girl cold word song true hey stay strong this_world watch spirit fly across_the sky secret hide lose inside sweet kiss hey life miss sometimes alone your_heart bleed alone hey stay strong this_world girl watch spirit fly across_the sky secret hide yeah secret hide hide fell fell fell fell straight hell,hard rock
spend the_night open i_get nowhere to_go yeah yeah tear we_get feel fine city baby yeah fly baby gonna get_me time gonna light like_the everybody know baby take_it slow feel just_like everybody say everybody like shake hand ghost get_the i_need i_ever gonna break away get sure,rock
big home belong song star never_be star to_see friend mile long much far star never_be star star star star star star,heavy metal
understand think drink cover like pretend so_much work heart need call girl cause think touch know girl cause break understand he_say human still light old flame try prove like cause so_much break hard,indie rock
bag start fuckin show ah no_one else yeah dog yeah peace dog kid another many i_get yo wait me_cause to_tell em straight call to_get pay baby yeah baby i_come another check ya yo soul though get strong you_get hey home pass to_go push fine son home hit live shit without somethin like guy want cause_i hang em make way yeah,hip hop
fall cause make your_heart go wrong yeah fall song you_say baby_i care cause look good red red hair you_say lie i_look deep green green eye oh babe babe understand take_my hand you_say baby look_at i_say fall cause make your_heart go wrong yeah fall song oh fall take_you go oh fall break baby_you will_never know,electronic
the_time have_come shoot gun hear gonna take_it raise live just_like want live show dead head one raise take back hear_the beat take_the street know fear the_one call see world every break_the silence hear scream want_to move u pass face,heavy metal
follow read i_know_i get_it reason hold true cause still crash people i_never know yeah stick stick never end sleep wake_up i_make everything_i the_door turn the_light song the_night go something just_like go fill rock drink stick stick never end sleep wake_up i_make everything cannot hang gold drink the_pain fear upon rock save save,rock
good meet rain set know keep within friend friend follow sun sun would_you run play maybe get_to know my_dream my_life happen die i_still call call follow sun sun i_go walk mine lay maybe will_never sun like_a burning flame friend friend follow sun oh maybe your_hand friend follow sun sun follow sun sun,pop
you_get you_get wear clothes always come_to show tell_me sing every word like like_you understand please put old hang pack leave drug ask matter today end like hair bright blue,rock
ah ah ah ah ah ah ah ah war power stand say_i war i_know name cold chain law man cannot man love_and love_be free love_be free mind control soul sell cause_i know_that send peace brother brother strong strong one family rise be_bear world end year cause_i know lord come final fall tear power cause this_world pain promise rain lead without love time stand take this_world step beat,hip hop
i_give every piece i_know_that drop give_you chance i_know_that take you_get my_heart i_know_that lock throw away key keep_it forever i_give would_you blow great thing happen you_know my_love would_you would_you grow give_you body strong hold show_you demon deep end would crash burn like i_would tell_you secret arm around let_go stay yeah stay yeah stay hand would_you even wanna take_it would_you even wanna take_it yeah i_give would_you break i_let cross line would_you wanna make_it would_you wanna make_it would_you wanna make_it i_think you_come ooh,pop
tell_me somethin girl happy world you_need somethin else search_for time_i find long change bad time_i fear tell_me something boy tryna fill you_need hard time_i find long change bad time_i fear deep end watch never meet the_ground crash hurt u far,pop
never fight little like_you to_come work bring shame true never fight little like_you to_come work bring shame true you_make livin pull street full_of play evil like never fight little like_you to_come work bring shame true never fight little like_you to_come work bring shame true,rock
the_light across_the room song wait_for reason go_on sweet turn thought the_dark i_know along love without tear story tell u hang cold fear sing love without tear love without tear ghost boy let_go take cry song i_know along love without tear story tell u hang cold fear sing love without tear love without tear go_on prove wrong,metal
my_dream my_dream the_one give love love someone i_want_to give make_it easy felt lonely know i_know end long know try_to find this_time be_right around spend time you_know every way look_for love_and look_at you_look mirror i_see and_i_know so_long i_tell i_feel leave alone oh_oh i_never know_that this_time never cross my_mind love find,pop
side hold the_light look hold hope magic like way watch pull cold stop bout life live look tell_me pretend saw dark side round my_name beat go good so_long feel miss go wonder,hard rock
lonely street people smile say happy guy happen girl feeling move i_see nobody i_see nobody my_eye look_at brain think_of many fall rain sweet bird sing ask little girl i_love_you say every every breath i_take night night_and see nobody i_see nobody my_eye look_at,pop
no_one else know ever want_to go go dance dream boy ride great ever wish thing give a_little time cause in_love no_one else can_take high like_you feeling blue bright shin light even great ever wish thing give a_little time cause in_love even ever,pop
black drug know forever black drug take_my soul away blood mind forever chain the_night hour rule dead kill black drug take_my soul away blood mind forever chain nothing to_find the_night,metal
nigga bitch yeah head head like_a baby baby bitch yeah_yeah remain yeah uh bitch nigga still fuck yeah nigga yeah rest peace fuck bitch i_never wish death bitch find_a drive two i_tell river see nigga nigga kill everything white just_like sit back move nigga like_i life party hold my_hand catch yeah_yeah whole life yeah_i and_get my_soul right,hip hop
bad boy long long way home bad boy long long way home get nobody dead go well like_a dog baby you_need light a_little girl year old put way way cold stay run slow get_to move place to_go,rock
you_say might call love_you say stay away you_need the_fire start too_much your_mind you_need good mine burn your_heart come_to take_you home walk the_shadow day live_in walk the_shadow feel safe alone tonight cause_you feel_the your_head safe night the_morning come remember you_walk the_shadow day live_in walk the_shadow,metal
yo gon yo i_think u drop meet i_try_to get my_mind win fight feeling i_know in_love feeling i_get i_get enough something babe make_me feel_the way_i know_that_i love_you babe wanna tell_me babe fit plan me_baby try_to man cause oh nobody ever make_me feel oh_i think dream oh get my_mind oh i_try_to run away,hip hop
goin far mountain meet money first say stand ring fall fall money pretty i_put i_take home never would devil take_the woman never easy,rock
people everywhere sense the_air give across_the room your_eye in_the_dark we_know start we_know the_end back_to get ah take_it leave ah we_get ah nothing promise ah big ah ah you_think mean drink feel i_see_you leave push,pop
